TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
Precious dried seafood Sipunculus nudus 350 gram sandworm from South China Se... https://t.co/Y0OfjhUH5B 来自 @amazon,Amazon,11/09/2018,1987.15,-0.0176534232443449,5033645.0,29.692,19.973,1,0.15,Precious dried seafood Sipunculus nudus $NUMBER$ gram sandworm from South China Se... $URL$ $MENTION$
RT @Reuters: Myanmar judge sentences @Reuters reporters Wa Lone and Kyaw Soe Oo to seven years in prison https://t.co/JU5EPDvVsP via @Reute…,Reuters,03/09/2018,49.0473,0.0,3566561.0,19.213,16.855,1,0.0,$RESERVED$ $MENTION$: Myanmar judge sentences $MENTION$ reporters Wa Lone and Kyaw Soe Oo to seven years in prison $URL$ via $MENTION$
"RT @mrsklvy: @Ryanair Do more. Refund the lady's ticket, publicly apologize to her and ban the man from your airline.",Ryanair,23/10/2018,12.33,-0.0713706407137064,2246396.0,37.707,51.326,-1,0.5,"$RESERVED$ $MENTION$: $MENTION$ Do more. Refund the lady's ticket, publicly apologize to her and ban the man from your airline."
RT @McDonalds: Our $1 Sandwich deal means serious savings. Only available on our App. https://t.co/cVVhNPkjj0,McDonald's,06/09/2018,163.74,-0.0092219372175401,3133754.0,8.346,11.664,-1,-0.3333333333333333,$RESERVED$ $MENTION$: Our $1 Sandwich deal means serious savings. Only available on our App. $URL$
Check out Amazing Launch Edition Dreamcast With Original Box 2 Controllers 1 Game 1 VMU #SEGA https://t.co/Jq2wDgK0Sb via @eBay,eBay,11/09/2018,34.11,-0.0035180299032541,4970617.0,17.473,15.015999999999998,-1,0.1916666666666666,Check out Amazing Launch Edition Dreamcast With Original Box $NUMBER$ Controllers $NUMBER$ Game $NUMBER$ VMU $HASHTAG$ $URL$ via $MENTION$
"RT @RealJamesWoods: This is the CFO of @Google breaking into sobs in a confidential internal video taken right after her goddess, @HillaryC…",Google,13/09/2018,1182.14,-0.0059891383423284,2003418.0,18.038,16.833,1,0.1428571428571428,"$RESERVED$ $MENTION$: This is the CFO of $MENTION$ breaking into sobs in a confidential internal video taken right after her goddess, $MENTION$"
"RT @Apple: @BiancaTye The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,-1,0.0,"$RESERVED$ $MENTION$: $MENTION$ The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
RT @Reuters: Six big banks join blockchain digital cash settlement project https://t.co/53eZfv6fgm https://t.co/Lj8tCd0aLO,Reuters,31/08/2017,50.3249,-0.0072230645267055,861879.0,7.4620000000000015,15.377,-1,0.0,$RESERVED$ $MENTION$: Six big banks join blockchain digital cash settlement project $URL$ $URL$
"RT @slpng_giants: Would really appreciate some RTs on this. @amazon continues to flow ad dollars to Breitbart everyday, thereby fundi…",Amazon,01/09/2017,978.25,-0.0247278303092257,2535917.0,15.697,19.86,1,0.2,"$RESERVED$ $MENTION$: Would really appreciate some RTs on this. $MENTION$ continues to flow ad dollars to Breitbart everyday, thereby fundi"
@D_Booth7 @Nike @D_Booth7 - perhaps you should just take a knee and sit this one out.,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,-1,0.0,$MENTION$ $MENTION$ $MENTION$ - perhaps you should just take a knee and sit this one out.
RT @Reuters: Wall Street regulators take multiple actions against cryptocurrency firms https://t.co/1UY9Nstk0Z https://t.co/3ahvwMvpZB,Reuters,12/09/2018,49.8072,-0.0101712202251883,7901422.0,11.93,17.209,-1,0.0,$RESERVED$ $MENTION$: Wall Street regulators take multiple actions against cryptocurrency firms $URL$ $URL$
@ReutersPolitics @Reuters top weasel rat bastard.,Reuters,31/03/2017,47.6154,0.0099463618913208,988270.0,6.877000000000002,13.263,-1,0.5,$MENTION$ $MENTION$ top weasel rat bastard.
Check out K-ON! Yui Hirasawa School festival ver. 1/8 scale pre-painted figure Movic #Movic https://t.co/sFYS99296b via @eBay,eBay,01/10/2018,32.51,0.0156874807751462,11990681.0,23.54,17.737000000000005,1,0.0,Check out K-ON! Yui Hirasawa School festival ver. $NUMBER$/8 scale pre-painted figure Movic $HASHTAG$ $URL$ via $MENTION$
RT @GoldenBoyBudjr: Check out Disney Pixar Cars Lot of 17 Diecast (NICE)1 #Disney https://t.co/Vsy5ZX81RL via @eBay,Disney,13/08/2018,112.12,0.0049946485907955,6082324.0,19.233,16.491,-1,0.0,$RESERVED$ $MENTION$: Check out Disney Pixar Cars Lot of $NUMBER$ Diecast (NICE)1 $HASHTAG$ $URL$ via $MENTION$
RT @Apple: Join us September 12 at 10 a.m. PDT to watch the #AppleEvent live on Twitter. Tap ❤️ below and we’ll send you updates on event d…,Apple,10/09/2018,218.33,0.0136032611184903,39516453.0,18.75,22.799,1,0.1363636363636363,$RESERVED$ $MENTION$: Join us September $NUMBER$ at $NUMBER$ a.m. PDT to watch the $HASHTAG$ live on Twitter. Tap $EMOJI$ below and well send you updates on event d
"@DanMac2014 @laura1865s @NBCTimeless @netflix I'm not even in the USA, so I can't watch stuff live on American tv..… https://t.co/MhoaJ2O53k",Netflix,22/10/2018,329.54,0.0094980882442192,17097175.0,79.116,52.925,1,0.0681818181818181,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ I'm not even in the USA, so I can't watch stuff live on American tv.. $URL$"
@SpeakerRyan @Boeing @intel @TheLeadCNN GOP @SenateMajLdr @SpeakerRyan pissing away once in a lifetime opportunity… https://t.co/skrMILodyH,Boeing,31/08/2017,239.66,-0.0103479929900692,3075798.0,15.045,32.427,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ GOP $MENTION$ $MENTION$ pissing away once in a lifetime opportunity $URL$
"@reason_evidence @netflix Nope...I don't have the problem of wanting to watch ""The Good Place."" 😉",Netflix,05/09/2018,341.18,0.0776716102936866,13092847.0,51.26600000000001,40.228,1,0.7,"$MENTION$ $MENTION$ Nope...I don't have the problem of wanting to watch ""The Good Place."" $EMOJI$"
"RT @Disney: No tricks, only treats! #Halloween https://t.co/aOtWV2V9ga",Disney,31/10/2017,97.81,0.0051119517431755,5701674.0,8.91,11.527,1,0.0,"$RESERVED$ $MENTION$: No tricks, only treats! $HASHTAG$ $URL$"
@stevenacurtis @Reuters Chopping my ding dong off now before it's no longer trendy! https://t.co/F8utStMA7w,Reuters,31/10/2017,51.5916,0.0038417106660774,631751.0,6.504,9.981,1,0.75,$MENTION$ $MENTION$ Chopping my ding dong off now before it's no longer trendy! $URL$
"@rebelin_CA @vmprk @Google Creating multiple accounts is just a waste of time for kaushal voting, As I said there a… https://t.co/zRPCIzNJk2",Google,04/09/2018,1211.31,0.0169155707457215,2072869.0,21.242,18.35,-1,-0.1,"$MENTION$ $MENTION$ $MENTION$ Creating multiple accounts is just a waste of time for kaushal voting, As I said there a $URL$"
"RT @antiqueman99: Grassroot No 75 October 1989, good condition, https://t.co/u3vAHAdPmv via @eBay",eBay,16/09/2018,34.1,0.0099706744868034,5376353.0,18.239,14.535,1,0.7,"$RESERVED$ $MENTION$: Grassroot No $NUMBER$ October $NUMBER$, good condition, $URL$ via $MENTION$"
@YourBoyKdd @IatiPetlot @Narcissuss95 @netflix @taywildbruh I Show Did 😂😂😂🤣🤣🤣,Netflix,24/09/2018,369.61,-0.0227807689185899,9322522.0,44.319,41.985,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ I Show Did $EMOJI$$EMOJI$$EMOJI$
"RT @Nike: Yesterday, 2:01:39 seemed crazy. Today, it’s the marathon world record. #justdoit https://t.co/dm7JeOCPqN",Nike,16/09/2018,83.49,-0.0002395496466642,4884358.0,23.117,18.114,1,-0.6,"$RESERVED$ $MENTION$: Yesterday, $NUMBER$:01:39 seemed crazy. Today, its the marathon world record. $HASHTAG$ $URL$"
@comcast What a beautiful lie you’ve put out,Comcast,29/12/2017,40.05,0.0192259675405743,12231043.0,22.59800000000001,30.201,1,0.85,$MENTION$ What a beautiful lie youve put out
"@Ryanair Wow Ryanair, this is appalling and as a Flight Crew the man yelling racist slurs would of left not only hi… https://t.co/VVxNhandJd",Ryanair,21/10/2018,11.45,0.0161572052401747,1782490.0,32.293,48.479,-1,-0.0624999999999999,"$MENTION$ Wow Ryanair, this is appalling and as a Flight Crew the man yelling racist slurs would of left not only hi $URL$"
"RT @netflix: Brace yourself for a six-part dog-umentary series that will make you laugh, cry, and hug the nearest dog. https://t.co/zhFTOVz…",Netflix,30/10/2018,285.81,0.0490535670550364,23685702.0,65.92699999999999,59.646,1,0.3,"$RESERVED$ $MENTION$: Brace yourself for a six-part dog-umentary series that will make you laugh, cry, and hug the nearest dog. $URL$"
"RT @OleHippieChick: @brokenwing2005 The POS also should be gone because: @CBS CEO Les Moonves on hyping Donald Trump run: ""It may not be go…",CBS,10/09/2018,55.2,0.0155797101449275,11239794.0,27.267,19.496,1,0.0,"$RESERVED$ $MENTION$: $MENTION$ The POS also should be gone because: $MENTION$ CEO Les Moonves on hyping Donald Trump run: ""It may not be go"
RT @Nike: Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Wd5L42egV8,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,-0.6,$RESERVED$ $MENTION$: Dont ask if your dreams are crazy. Ask if theyre crazy enough. $HASHTAG$ $URL$
RT @Reuters: U.N. General Assembly audience laughs as Trump claims his administration has accomplished 'more than almost any administration…,Reuters,25/09/2018,50.3359,-0.0072194994030106,2331720.0,7.2010000000000005,13.393,1,0.25,$RESERVED$ $MENTION$: U.N. General Assembly audience laughs as Trump claims his administration has accomplished 'more than almost any administration
"RT @Dave_Jonez_02: Now we have confirmed @moneygram is a definitive #xRapid customer, we can re-visit this:@Visa Direct exploiting Moneyg…",Visa,22/09/2018,150.05,-0.017527490836388,15628076.0,11.782,15.890999999999998,1,0.25,"$RESERVED$ $MENTION$: Now we have confirmed $MENTION$ is a definitive $HASHTAG$ customer, we can re-visit this:$MENTION$ Direct exploiting Moneyg"
Profit from the Core: A Return to Growth in Turbulent Times by James Allen Ch... https://t.co/9utm8CThVa via @amazon #in,Amazon,11/09/2018,1987.15,-0.0176534232443449,5033645.0,29.692,19.973,-1,0.0,Profit from the Core: A Return to Growth in Turbulent Times by James Allen Ch... $URL$ via $MENTION$ $HASHTAG$
RT @Manal_Cali: Hey @Nike can you sue her for illegally using your trademark and name without permission? https://t.co/XLeHqsZknc,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,-0.5,$RESERVED$ $MENTION$: Hey $MENTION$ can you sue her for illegally using your trademark and name without permission? $URL$
RT @BenLesh: I'm excited to announce that I'm joining @Google! Looking forward to a new chapter in my career.,Google,28/02/2017,844.93,0.0034085663901151,1383119.0,6.591,12.823,1,0.46875,$RESERVED$ $MENTION$: I'm excited to announce that I'm joining $MENTION$! Looking forward to a new chapter in my career.
@divadejadiva1#SaveFakingIt by signing this petition!!https://t.co/tudJ0JmbeV@netflix @hulu @MTV,Netflix,01/03/2017,142.65,0.0042060988433227,4170649.0,9.046,19.204,-1,0.0,$MENTION$$HASHTAG$ by signing this petition!!$URL$ $MENTION$ $MENTION$
Check out Charlotte Russe Woman's Black/Gray/White Design w/ Gems Shirt Size M #CharlotteRusse https://t.co/kGE1PBFgiK via @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,1,0.0,Check out Charlotte Russe Woman's Black/Gray/White Design w/ Gems Shirt Size M $HASHTAG$ $URL$ via $MENTION$
"RT @TulliaCapo: Join @SAP in Casablanca, for the 2nd edition of the Africa Convergence Conference - 29/09/17:…",SAP,29/09/2017,92.434,-0.0094229396109657,2628618.0,6.131,11.116,-1,0.0,"$RESERVED$ $MENTION$: Join $MENTION$ in Casablanca, for the $NUMBER$nd edition of the Africa Convergence Conference - $NUMBER$/09/17:"
RT @sandrayearman: Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp0jiIu … via @amazon #series #fantas…,Amazon,30/10/2018,1530.42,0.0734373570653806,12460086.0,74.85300000000002,51.705,1,0.0,$RESERVED$ $MENTION$: Brother Kings ...The Warrior Series...Vol $NUMBER$... by Sandra J Yearman $URL$ via $MENTION$ $HASHTAG$ $HASHTAG$
@Reuters bullshit,Reuters,21/10/2018,51.3383,0.0053624681767803,1949444.0,26.602,23.466,1,0.0,$MENTION$ bullshit
PRO-Moms: Prenatal Probiotics for Pregnant and Breastfeeding Women - Recommen... https://t.co/Wxr5VUdE5B via @amazon,Amazon,01/09/2017,978.25,-0.0247278303092257,2535917.0,15.697,19.86,-1,0.3333333333333333,PRO-Moms: Prenatal Probiotics for Pregnant and Breastfeeding Women - Recommen... $URL$ via $MENTION$
"RT @IWillRedPillU: 6 More Women Say @CBS Globalist Democrat Les Moonves Sexually Assaulted Them
12 Total#LesMoonves #Moonves #MeToo #KAG #…",CBS,10/09/2018,55.2,0.0155797101449275,11239794.0,27.267,19.496,1,0.3333333333333333,$RESERVED$ $MENTION$: $NUMBER$ More Women Say $MENTION$ Globalist Democrat Les Moonves Sexually Assaulted Them12 Total$HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$
@reeses @amazon I'll have REESE's Peanut Butter Cups tonight!  #NotSorry  #Sweepstakes,Amazon,29/09/2018,2003.0,-0.014053919121318,4085135.0,20.709,22.946,-1,0.0,$MENTION$ $MENTION$ I'll have REESE's Peanut Butter Cups tonight! $HASHTAG$ $HASHTAG$
"RT @USAOWWC: 🇺🇸 SIGNED USA JERSEY GIVEAWAY 🇺🇸Want your own USA jersey before everyone else?Thanks to @TMobile, we're giving away an e…",TMobile,05/09/2018,65.71,0.0050220666565212,3141149.0,7.894,28.226,1,0.6,"$RESERVED$ $MENTION$: SIGNED USA JERSEY GIVEAWAY Want your own USA jersey before everyone else?Thanks to $MENTION$, we're giving away an e"
@KhaledBeydoun @Nike How is it racist to burn Nike products? This has zero to do with race and everything to do wit… https://t.co/JcbNWxkMjH,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,$MENTION$ $MENTION$ How is it racist to burn Nike products? This has zero to do with race and everything to do wit $URL$
Check out DELL LATITUDE E6420 10 DVDRW CORE i7 4GB LAPTOP 320GB WIFI WINDOWS WEBCAM HDMI #Dell https://t.co/LH4RuLARUX via @eBay,eBay,31/03/2017,33.57,-0.0011915400655346,10222995.0,12.663,12.648,-1,0.0,Check out DELL LATITUDE E6420 $NUMBER$ DVDRW CORE i7 $NUMBER$GB LAPTOP $NUMBER$GB WIFI WINDOWS WEBCAM HDMI $HASHTAG$ $URL$ via $MENTION$
RT @skoopsro: @ZeroLives @Sony @PlayStation your service sucks compared to xbox live. Im NOT an xbox fan but its obvious they are…,Sony,31/07/2017,4540.0,-0.0015418502202643,4624000.0,16.143,17.022000000000002,1,-0.0818181818181818,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ your service sucks compared to xbox live. Im NOT an xbox fan but its obvious they are
"I have just listed: 'Nikon D5600 + AF-P 18-55 VR DSLR Camera - Black', for 569.00 via @amazon https://t.co/x4FeLMT5hU",Amazon,19/09/2018,1926.42,0.022720901983991,4056822.0,26.16800000000001,21.99,-1,-0.1666666666666666,"I have just listed: 'Nikon D5600 + AF-P $NUMBER$-55 VR DSLR Camera - Black', for $NUMBER$ via $MENTION$ $URL$"
RT @Bey_Legion: Beyoncé's #Freedom is featured in the new @Apple Watch commercial. https://t.co/t4yEkl7A57,Apple,31/03/2017,143.66,0.00097452317973,19661651.0,14.898,11.614,1,0.0681818181818181,$RESERVED$ $MENTION$: Beyonc's $HASHTAG$ is featured in the new $MENTION$ Watch commercial. $URL$
@aquino_amy @CBS @MatthewLSiegel I was just a young man in Dallas in 1991. As far away from 1950’s Brooklyn as poss… https://t.co/LySYa7z7jf,CBS,21/09/2018,56.74,-0.0188579485371871,6121104.0,15.473,18.182,1,0.1,$MENTION$ $MENTION$ $MENTION$ I was just a young man in Dallas in $NUMBER$. As far away from $NUMBER$s Brooklyn as poss $URL$
RT @barilla_ty: PUT THIS ON FUCKING NETFLIX I LOVE THIS MOVIE!!!!!!!! @netflix https://t.co/oB0TAXMe3P,Netflix,18/09/2018,367.65,-0.0084047327621378,10413981.0,42.772,41.89,-1,0.2,$RESERVED$ $MENTION$: PUT THIS ON FUCKING NETFLIX I LOVE THIS MOVIE!!!!!!!! $MENTION$ $URL$
RT @Reuters: Apple apologizes after outcry over slowed iPhones and slashes prices for battery replacements https://t.co/ot2PmVAbiR via @Ste…,Apple,29/12/2017,169.23,0.0079182178100809,25999922.0,18.274,16.387999999999998,1,0.0,$RESERVED$ $MENTION$: Apple apologizes after outcry over slowed iPhones and slashes prices for battery replacements $URL$ via $MENTION$
RT @Reuters: Russia says it will supply Syria with S-300 air defense system https://t.co/SvGSl8J8eg https://t.co/V9aCJsPnBA,Reuters,24/09/2018,50.0496,-0.0015404718519229,3348541.0,9.996,13.515,1,0.0,$RESERVED$ $MENTION$: Russia says it will supply Syria with S-300 air defense system $URL$ $URL$
@GaryKaltbaum @Nike Go right ahead because for every pair you burn will be replaced with 10!,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.3571428571428571,$MENTION$ $MENTION$ Go right ahead because for every pair you burn will be replaced with $NUMBER$!
RT @MARINE_99ZULU: I’m an @adidas kinda guy anyway! https://t.co/ji3h7P05mL,adidas,04/09/2018,210.5,0.0190023752969121,636913.0,17.278,29.276,-1,0.0,$RESERVED$ $MENTION$: Im an $MENTION$ kinda guy anyway! $URL$
"RT @Ubisoft: We're excited to be teaming up with @Google for Project Stream, an exclusive test that will enable participants to play #Assas…",Google,01/10/2018,1208.53,-0.0011998047214384,1659364.0,15.052,17.519000000000002,-1,0.375,"$RESERVED$ $MENTION$: We're excited to be teaming up with $MENTION$ for Project Stream, an exclusive test that will enable participants to play $HASHTAG$"
Put @theofficenbc on @netflix while cleaning the house. I’m not getting much done and I’ve watched it all twice already before. 😁,Netflix,29/12/2017,191.96,-0.0218795582413003,5187606.0,24.448,25.15,-1,0.0,Put $MENTION$ on $MENTION$ while cleaning the house. Im not getting much done and Ive watched it all twice already before. $EMOJI$
Vintage Green Glass Decanter and Shot Glass Set  https://t.co/LE1b9iCecY via @eBay #VTG #GreenGlass #DecanterandShotGlassSet,eBay,01/12/2017,35.2,0.0085227272727271,11535245.0,23.337,19.987,1,-0.2,Vintage Green Glass Decanter and Shot Glass Set $URL$ via $MENTION$ $HASHTAG$ $HASHTAG$ $HASHTAG$
"RT @Disney: An all-new trailer, now loading. 👊💥See #RalphBreaksTheInternet in theaters November 21. https://t.co/2KaBP4M4sc",Disney,20/09/2018,111.62,-0.0202472675147823,7121781.0,14.737,10.67,1,0.0,"$RESERVED$ $MENTION$: An all-new trailer, now loading. $EMOJI$$EMOJI$See $HASHTAG$ in theaters November $NUMBER$. $URL$"
@zingosaidso WE WONT TAKE THIS CRAP!@Nike https://t.co/TLL16pvTWV,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,-1,-1.0,$MENTION$ WE WONT TAKE THIS CRAP!$MENTION$ $URL$
"RT @VICKYROZAY: I believe every word Monique said about @netflix !! Y’all don’t have have #NappilyEverAfter on the front page, on the new a…",Netflix,22/09/2018,361.19,0.0159749716215841,11930568.0,44.094,41.762,1,0.0,"$RESERVED$ $MENTION$: I believe every word Monique said about $MENTION$ !! Yall dont have have $HASHTAG$ on the front page, on the new a"
RT @CaseyNeistat: dear @Nike i appreciate you for standing with @Kaepernick7 https://t.co/KEvLlzeGGV,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,0.0,$RESERVED$ $MENTION$: dear $MENTION$ i appreciate you for standing with $MENTION$ $URL$
@DRNAuthor @SenWarren @WellsFargo @federalreserve Lol!  The irony is lost on her.  @SenWarren does not know when to… https://t.co/v7FfssMFf4,Wells Fargo,18/10/2018,53.1,0.0026365348399246,22533342.0,28.016,20.729,-1,1.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ Lol! The irony is lost on her. $MENTION$ does not know when to $URL$
RT @lig172: Check out 6/12 Pack Battery Starry String Lights 20LED Fairy Lights Christmas Decoration #YP https://t.co/f1w8RM2AeD via @eBay,eBay,24/10/2018,27.29,0.0534994503481129,16309320.0,51.743,35.956,-1,0.0,$RESERVED$ $MENTION$: Check out $NUMBER$/12 Pack Battery Starry String Lights $NUMBER$LED Fairy Lights Christmas Decoration $HASHTAG$ $URL$ via $MENTION$
Chance for sales students to make mark… https://t.co/Br4mByRcmu via @evening_tele @salesforce @rbs @talented @zudu @aps,salesforce.com,31/01/2017,79.1,-0.0112515802781289,7835236.0,11.723,17.51,-1,0.0,Chance for sales students to make mark $URL$ via $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
@Reuters Slithering is considered an asset now?,Reuters,01/12/2017,49.0583,0.0015715995050785,736700.0,8.913,18.708,-1,0.0,$MENTION$ Slithering is considered an asset now?
RT @Sony: Happy Thursday to us all. @zaynmalik #FINGERS out now: https://t.co/woK9mo8T8y 👋👋👋🎶🎶🎶 https://t.co/CebRWFAYIC,Sony,18/10/2018,6418.0,-0.031162355874104,4519800.0,31.307,30.957,1,0.8,$RESERVED$ $MENTION$: Happy Thursday to us all. $MENTION$ $HASHTAG$ out now: $URL$ $EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$ $URL$
RT @JoeVilla_ME: I have been watching #DareDevil season 3 on @netflix it’s great but even if you are not a fan of the genre watch it just f…,Netflix,24/10/2018,301.83,0.1021767219958255,19039297.0,83.53399999999998,58.904,1,0.8,$RESERVED$ $MENTION$: I have been watching $HASHTAG$ season $NUMBER$ on $MENTION$ its great but even if you are not a fan of the genre watch it just f
Check out National Enquirer Magazine Hollywood Divorce Whitney Houston Michael Douglas  https://t.co/S7o09b4wtp via @eBay,eBay,03/09/2018,34.61,0.0,7944075.0,11.392,14.753,-1,0.0,Check out National Enquirer Magazine Hollywood Divorce Whitney Houston Michael Douglas $URL$ via $MENTION$
"RT @ScottSavor: After 15,000 hours of research my new book is now available on Amazon. #fortunate @amazonbooks @CreateSpace @amazon https:/…",Amazon,25/07/2018,1863.61,-0.0267813544679411,3836333.0,17.847,20.752,-1,0.2681818181818182,$RESERVED$ $MENTION$: After $NUMBER$ hours of research my new book is now available on Amazon. $HASHTAG$ $MENTION$ $MENTION$ $MENTION$ https:/
Buy all 4 at Once an Save $ Free Shipping! Magnesium Flint Rod  https://t.co/ovFkbThlUl via @eBay,eBay,29/04/2017,33.41,-0.0119724633343309,10127598.0,28.496,18.344,-1,0.5,Buy all $NUMBER$ at Once an Save $ Free Shipping! Magnesium Flint Rod $URL$ via $MENTION$
@Firefighter2791 @verizon We are sorry you are having some problems. Please send us a private message so we can hel… https://t.co/JLkc7iDGQR,Verizon,03/09/2018,54.37,0.0,14605441.0,11.204,14.11,1,-0.5,$MENTION$ $MENTION$ We are sorry you are having some problems. Please send us a private message so we can hel $URL$
"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,-1,0.0,"$RESERVED$ $MENTION$: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
RT @Gillette: Give your wallet a break during all that holiday shopping. Subscribe to Gillette On Demand today and get great blad…,Gillette,01/12/2017,6571.85,-0.0408408591188174,4873.0,18.699,15.796,1,0.0,$RESERVED$ $MENTION$: Give your wallet a break during all that holiday shopping. Subscribe to Gillette On Demand today and get great blad
RT @Starbucks: Thank you for making every day worth celebrating. Happy #NationalCoffeeDay!,Starbucks,30/09/2018,56.84,0.0087966220971147,8975955.0,17.035,13.123,1,0.3,$RESERVED$ $MENTION$: Thank you for making every day worth celebrating. Happy $HASHTAG$!
"FyGou Home Office Desk, 63"" Large Computer/Gaming/Study/Writing/Dining Table ... https://t.co/FzOCaSWxhJ via @amazon",Amazon,14/09/2018,1970.19,0.0086083068130485,3642030.0,23.601,19.372,1,0.2142857142857142,"FyGou Home Office Desk, $NUMBER$"" Large Computer/Gaming/Study/Writing/Dining Table ... $URL$ via $MENTION$"
@Reuters Of course they do they are such saints!,Reuters,25/10/2018,51.173,0.0114083598772789,930082.0,14.315,23.313,1,0.0,$MENTION$ Of course they do they are such saints!
RT @Chevron: Chevron is at #CASTEAM18 celebrating the importance of role models in inspiring women to pursue #STEM. Visit our booth to reco…,Chevron,29/10/2018,108.93,0.023868539428991,8598335.0,25.984,24.028,1,0.5,$RESERVED$ $MENTION$: Chevron is at $HASHTAG$ celebrating the importance of role models in inspiring women to pursue $HASHTAG$. Visit our booth to reco
Check out Worthington Womens Capris Size 8 Embroidery Light Blue #WorthingtonIndustries #Casual https://t.co/tmUzyCSq65 via @eBay,eBay,04/09/2018,34.8,-0.0054597701149424,6743260.0,8.721,14.554,1,0.2,Check out Worthington Womens Capris Size $NUMBER$ Embroidery Light Blue $HASHTAG$ $HASHTAG$ $URL$ via $MENTION$
"RT @JulianRawle: Spain, Brazil plan #subsea fiber optic cable by 2019  https://t.co/PfxdMpMpTn via @Reuters",Reuters,28/04/2017,50.0386,-0.0550315156699028,2448752.0,23.42,15.044,1,0.0,"$RESERVED$ $MENTION$: Spain, Brazil plan $HASHTAG$ fiber optic cable by $NUMBER$ $URL$ via $MENTION$"
@Perajaay @RushedMyLuck @Flyestoncampus @Yahoo 😂😂😂😂these comments are killing me,Yahoo,30/06/2017,4.36,0.0,55.0,66.919,69.757,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $EMOJI$$EMOJI$$EMOJI$$EMOJI$these comments are killing me
"RT @ANNIEMOHO: Here is why I am frustrated @ATT  - the first chat person was like I AM CALLING YOU - ANSWER THE CALL. The second says, ""ARE…",AT&T,30/12/2017,38.88,0.0002572016460904,26479899.0,12.816,19.803,1,-0.225,"$RESERVED$ $MENTION$: Here is why I am frustrated $MENTION$ - the first chat person was like I AM CALLING YOU - ANSWER THE CALL. The second says, ""ARE"
RT @Reuters: JUST IN: UK Prime Minister Theresa May calls for two Reuters journalists jailed in Myanmar to be released immediately - spokes…,Reuters,03/09/2018,49.0473,0.0,3566561.0,19.213,16.855,-1,0.0,$RESERVED$ $MENTION$: JUST IN: UK Prime Minister Theresa May calls for two Reuters journalists jailed in Myanmar to be released immediately - spokes
RT @Apple: It takes 3 things to make a great photo. Find out in a Photo Lab at the Apple store.,Apple,13/07/2018,191.33,-0.0051220404536665,12519792.0,19.797,15.322,-1,0.8,$RESERVED$ $MENTION$: It takes $NUMBER$ things to make a great photo. Find out in a Photo Lab at the Apple store.
"RT @michapreuss: Liam Condon, @Bayer Board Member and President of @Bayer4Crops, talks about ensuring food security in a sustainable manner…",Bayer,18/09/2018,73.72,-0.0229245794899619,3193102.0,36.431,46.05,-1,0.0,"$RESERVED$ $MENTION$: Liam Condon, $MENTION$ Board Member and President of $MENTION$, talks about ensuring food security in a sustainable manner"
RT @Reuters: Kremlin says situation in Syria's Idlib Province of heightened concern https://t.co/nUByjyg9eL,Reuters,05/09/2018,48.9922,0.0011246688248334,2480604.0,19.22,16.910999999999998,1,0.0,$RESERVED$ $MENTION$: Kremlin says situation in Syria's Idlib Province of heightened concern $URL$
